"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
940674	30219	0	4984	241271193	HOMETOWN BANK	142 NORTH WATER ST 	KENT	OH	44240	051	2025-10-29T16:09:57
940731	3677	2242	13778	71104731	HAVANA NATIONAL BANK, THE	112 SOUTH ORANGE STREET 	HAVANA	IL	62644	051	2025-10-13T16:53:53
940852	9422	0	0	91303130	CITIZENS STATE BANK OF LANKIN	401 MAIN STREET 	LANKIN	ND	58250	041	2025-10-23T13:16:37
941541	12226	0	0	81908590	PEOPLES BANK OF ALTENBURG	8537 MAIN STREET 	ALTENBURG	MO	63732	051	2025-10-23T16:34:58
941804	1464	0	0	22307600	BANK OF HOLLAND	12 SOUTH MAIN STREET 	HOLLAND	NY	14080	051	2025-10-20T10:11:02
942454	4059	10051	0	103109264	PEOPLES NATIONAL BANK OF CHECOTAH, THE	300 WEST GENTRY AVENUE 	CHECOTAH	OK	74426	051	2025-10-20T12:53:57
942539	22756	0	8951	64103105	PEOPLE'S BANK AND TRUST COMPANY OF PICKETT COUNTY	19 COURTHOUSE SQUARE 	BYRDSTOWN	TN	38549	051	2025-10-21T15:01:04
942847	5624	0	0	82904360	BODCAW BANK	307 THOMAS STREET 	STAMPS	AR	71860	051	2025-10-29T09:59:56
943143	251	0	15673	73906034	FIRST SECURITY BANK	401 MAIN STREET 	MAPLETON	IA	51034	051	2025-10-10T13:19:17
943152	9349	0	0	91207537	FIRST STATE BANK OF FOUNTAIN, THE	101 MAIN STREET 	FOUNTAIN	MN	55935	051	2025-10-23T13:37:14
943273	30889	0	6068	244172008	PEOPLES SAVINGS AND LOAN COMPANY, THE	110 N DETROIT STREET 	WEST LIBERTY	OH	43357	051	2025-10-30T16:28:59
943675	29011	0	2762	241271371	MECHANICS BANK	2 SOUTH MAIN STREET 	MANSFIELD	OH	44902	051	2025-10-29T14:51:06
943853	26519	0	0	91207582	FROST STATE BANK	205 MAIN STREET 	FROST	MN	56033	051	2025-10-29T19:14:00
943974	31077	706343	6343	253170334	FIRST FEDERAL BANK	200 EAST DIVINE STREET 	DUNN	NC	28334	051	2025-10-30T12:05:40
944047	10101	0	0	74908510	NAPOLEON STATE BANK, THE	8912 NORTH US HIGHWAY 421 	NAPOLEON	IN	47034	051	2025-10-24T14:01:29
944337	147	0	0	61101773	CENTURY BANK & TRUST	141 SOUTH WAYNE STREET 	MILLEDGEVILLE	GA	31061	051	2025-10-29T16:57:15
944355	25894	21793	0	91204255	FIRST NATIONAL BANK	141 EAST MAIN STREET 	OLDHAM	SD	57051	041	2025-10-29T18:29:08
944627	14507	0	0	52204359	CNB BANK, INC.	101 S. WASHINGTON ST. 	BERKELEY SPRINGS	WV	25411	051	2025-10-16T12:33:26
944739	9245	0	0	61103182	BANK OF LAFAYETTE, THE	101 W. PATTON STREET 	LA FAYETTE	GA	30728	051	2025-10-29T12:57:07
944748	8503	0	0	73921006	FARMERS STATE BANK	106 CEDAR 	MARCUS	IA	51035	051	2025-10-17T11:24:30
944935	10820	0	0	71113719	STATE BANK OF INDUSTRY	101 WEST MAIN STREET 	INDUSTRY	IL	61440	051	2025-10-03T16:08:45
945026	14333	0	0	43305092	COMMERCIAL BANK & TRUST OF PA	900 LIGONIER ST 	LATROBE	PA	15650	041	2025-10-20T16:03:34
945053	15399	0	0	103112594	RCB BANK	300 WEST PATTI PAGE BOULEVARD 	CLAREMORE	OK	74017	041	2025-10-28T15:32:32
945071	28208	701142	1142	302174728	SAN LUIS VALLEY FEDERAL BANK	401 EDISON 	ALAMOSA	CO	81101	051	2025-10-28T16:50:28
945950	8842	0	0	91213314	GRAND MARAIS STATE BANK	211 EAST HIGHWAY 61 	GRAND MARAIS	MN	55604	051	2025-10-28T14:27:46
946274	29024	0	2781	283971600	BEDFORD FEDERAL SAVINGS BANK	1030 15TH STREET 	BEDFORD	IN	47421	051	2025-12-16T11:24:21
946555	24305	17606	0	114911506	LLANO NATIONAL BANK	1001 FORD STREET 	LLANO	TX	786432307	051	2025-10-27T11:54:47
947525	7909	0	0	43312373	MARION CENTER BANK	1271 INDIAN SPRINGS ROAD 	INDIANA	PA	15701	051	2025-10-29T13:48:51
947749	8063	0	0	74908688	NORTH SALEM STATE BANK, THE	7 NORTH BROADWAY STREET 	NORTH SALEM	IN	46165	051	2025-10-15T09:16:43
947776	26602	0	4421	211373018	CHARLES RIVER BANK	70 MAIN STREET 	MEDWAY	MA	02053	051	2025-10-24T15:06:22
948250	12230	0	0	81506552	PEOPLES BANK	408 WEST WASHINGTON 	CUBA	MO	65453	051	2025-10-24T18:11:16
948278	26576	0	0	211371939	WRENTHAM CO-OPERATIVE BANK	102 SOUTH STREET 	WRENTHAM	MA	02093	051	2025-10-28T10:43:45
948531	5704	0	0	61209617	BANK OF NEWINGTON	224 WALTON STREET 	NEWINGTON	GA	30446	051	2025-10-15T17:14:41
949154	17842	0	0	111923238	TEXAS BANK AND TRUST COMPANY	300 E. WHALEY 	LONGVIEW	TX	756016417	041	2025-10-29T12:18:18
950141	15584	0	0	86503424	MID-MISSOURI BANK	1615 E INDEPENDENCE ST. 	SPRINGFIELD	MO	65804	041	2025-10-28T15:20:07
950178	29047	0	2825	301071592	FIRST FEDERAL BANK OF KANSAS CITY	1255 SE OLDHAM PARKWAY 	LEES SUMMIT	MO	64081	051	2025-10-30T16:58:05
950356	10175	0	0	91200592	SECURITY STATE BANK OF HIBBING	701 EAST HOWARD ST. 	HIBBING	MN	55746	051	2025-10-28T17:56:05
950758	1604	0	0	91201258	SECURITY BANK USA	1025 PAUL BUNYAN DRIVE NW 	BEMIDJI	MN	56601	041	2025-11-18T10:51:08
951102	90245	0	8424	211871219	MONSON SAVINGS BANK	146 MAIN ST 	MONSON	MA	01057	051	2025-10-28T16:18:06
952172	26444	0	12018	211370273	EVERETT CO-OPERATIVE BANK	419 BROADWAY 	EVERETT	MA	02149	041	2025-10-30T14:40:24
952257	4232	0	0	103102407	STATE BANK OF WYNNEWOOD, THE	117 S DEAN A MCGEE 	WYNNEWOOD	OK	73098	051	2025-10-01T14:59:21
952846	14291	0	12142	73906872	BANK	409 HIGHWAY 61 SOUTH 	WAPELLO	IA	52653	051	2026-05-21T15:27:31
953535	9632	0	12436	71111986	FORTRESS BANK	9000 NORTH KNOXVILLE 	PEORIA	IL	61615	051	2025-10-20T16:39:49
953843	4526	0	0	101905004	PONY EXPRESS BANK	213 NORTH MAIN STREET 	BRAYMER	MO	64624	051	2025-10-29T14:47:52
953852	4235	0	0	103009571	YNB	401 ELM AVENUE 	YUKON	OK	73099	051	2025-10-30T16:20:23
954158	8640	0	0	91309846	FARMERS & MERCHANTS BANK OF NORTH DAKOTA	101 NORTH MAIN STREET 	TOLNA	ND	58380	051	2025-10-24T15:09:28
954251	1956	0	0	81503380	CITIZENS BANK OF ELDON	110 NORTH MAPLE 	ELDON	MO	65026	041	2025-10-09T10:59:38
954279	26559	0	6525	211371586	STONEHAMBANK	80 MONTVALE AVENUE 	STONEHAM	MA	02180	051	2025-10-30T14:28:19
954653	10327	0	0	114916488	CITIZENS STATE BANK OF LULING	200 SOUTH MAGNOLIA AVENUE 	LULING	TX	78648	051	2025-10-23T08:53:06
954671	31158	0	0	265370915	FIRST SOUTHERN BANK	1075 HIGHWAY 98 EAST 	COLUMBIA	MS	39429	051	2025-10-28T12:39:50
955753	16840	0	0	91810979	RIVER FALLS STATE BANK	124 S. 2ND STREET 	RIVER FALLS	WI	54022	051	2025-10-29T12:13:01
955940	8295	0	0	81505702	O'BANNON BANKING COMPANY	1347 SOUTH ASH STREET 	BUFFALO	MO	65622	051	2025-10-23T15:23:47
955959	12592	0	0	102301911	SECURITY STATE BANK	201 SOUTH 4TH STREET 	BASIN	WY	82410	051	2026-05-19T12:15:08
955977	29087	702889	2889	122106251	SOUTHWEST HERITAGE BANK	16435 NORTH SCOTTSDALE ROAD, SUITE 140 	SCOTTSDALE	AZ	85254	051	2025-10-30T16:09:36
956134	12410	0	17354	71902043	LASALLE STATE BANK	654 FIRST STREET 	LASALLE	IL	61301	051	2025-11-13T13:00:49
956152	11462	0	0	101216683	INDEPENDENT FARMERS BANK	201 WEST MAIN STREET 	MAYSVILLE	MO	64469	051	2025-10-24T13:46:08
956255	5364	7087	0	91802877	FIRST NATIONAL BANK OF RIVER FALLS, THE	104 E. LOCUST STREET 	RIVER FALLS	WI	54022	051	2025-10-30T14:16:52
956358	18033	0	0	81518605	SECURITY BANK OF THE OZARKS	18479 MAIN STREET 	EMINENCE	MO	65466	051	2025-10-20T11:29:13
956376	26554	0	12613	211373597	BANK OF EASTON	275 WASHINGTON STREET 	NORTH EASTON	MA	02356	051	2025-10-30T16:11:32
956527	22925	0	0	41201813	INDEPENDENCE BANK	4401 ROCKSIDE RD 	INDEPENDENCE	OH	441312162	051	2026-01-28T14:46:25
956554	8564	0	0	101210090	BANK OF GRAIN VALLEY, THE	500 SOUTH MAIN STREET 	GRAIN VALLEY	MO	64029	051	2025-10-07T15:14:13
956750	25886	0	0	114915447	RIO BANK	701 EAST EXPRESSWAY 83 	MCALLEN	TX	78501	051	2025-11-07T14:48:44
956938	21906	0	11673	65302303	PRIORITYONE BANK	220 NORTH MAIN STREET 	MAGEE	MS	39111	051	2025-10-24T16:44:12
956956	1780	0	0	102103562	FARMERS STATE BANK OF CALHAN	1500 8TH STREET 	CALHAN	CO	80808	051	2025-10-27T19:04:50
957757	13068	0	0	101202257	COMMUNITY BANK AND TRUST	100 SOUTH WOOD STREET 	NEOSHO	MO	64850	051	2025-10-23T14:20:22
958204	18204	0	7711	221172212	FIRST COUNTY BANK	117 PROSPECT STREET 	STAMFORD	CT	06901	041	2026-04-30T13:47:53
958231	18568	0	0	71123398	COMMUNITY BANK OF EASTON	202 WEST MAIN STREET 	EASTON	IL	62633	051	2025-10-29T15:41:50
958558	414	0	0	103107444	STOCK EXCHANGE BANK, THE	1117 TENTH STREET 	WOODWARD	OK	73801	051	2025-10-23T11:00:31
958763	3368	0	0	111914881	NORMANGEE STATE BANK	202 MAIN STREET 	NORMANGEE	TX	77871	051	2025-11-14T12:51:15
959304	58564	0	0	226070474	FLUSHING BANK	260E RXR PLAZA 	UNIONDALE	NY	11556	041	2025-10-29T17:53:06
959443	16852	0	0	83907984	CITIZENS DEPOSIT BANK OF ARLINGTON, INC.	#1 WALNUT STREET 	ARLINGTON	KY	42021	051	2025-10-27T13:03:45
959630	16281	0	0	61212277	BANK OF LUMBER CITY	21 MAIN STREET 	LUMBER CITY	GA	31549	051	2025-10-30T11:57:58
959715	24829	0	0	31301752	ATLANTIC COMMUNITY BANKERS BANK	225 GRANDVIEW AVENUE, SUITE 401 	CAMP HILL	PA	17011	041	2025-10-24T11:35:40
960047	12549	0	0	81913417	BANK OF CALHOUN COUNTY	204 MAIN STREET 	HARDIN	IL	62047	051	2025-10-30T14:17:15
960551	8207	0	0	91212580	PRAIRIE SUN BANK	240 NORTH SECOND STREET 	MILAN	MN	56262	051	2025-10-09T12:14:07
960935	2138	6207	12255	61103975	QUEENSBOROUGH NATIONAL BANK & TRUST COMPANY	113 EAST BROAD STREET 	LOUISVILLE	GA	30434	041	2025-10-30T14:55:59
961259	1164	0	0	102202078	CITIZENS BANK, THE	500 WEST BROADWAY 	FARMINGTON	NM	87401	051	2025-10-29T16:58:11
961343	10157	0	11363	72411708	SHELBY STATE BANK, THE	242 NORTH MICHIGAN 	SHELBY	MI	49455	041	2025-10-12T13:16:30
961400	17262	0	13145	211170376	ESSEX SAVINGS BANK	35 PLAINS ROAD BOX 950	ESSEX	CT	06426	051	2025-10-29T16:11:39
961446	15585	0	14349	72405688	BAY PORT STATE BANK	9840 MAIN ST 	BAY PORT	MI	48720	051	2025-10-27T15:07:45
961576	30953	706164	6164	321170978	EL DORADO SAVINGS BANK, F.S.B.	4040 EL DORADO ROAD 	PLACERVILLE	CA	95667	041	2025-10-23T19:16:18
961624	32245	708043	8043	243074385	DOLLAR BANK, FEDERAL SAVINGS BANK	401 LIBERTY AVENUE 9TH FLOOR	PITTSBURGH	PA	15222	041	2026-06-12T08:11:18
962313	10520	0	0	42107673	CITIZENS BANK, THE	114 WEST MAIN STREET 	MOREHEAD	KY	40351	051	2026-02-10T14:31:36
962890	57265	25088	0	291880330	CITIZENS COMMUNITY FEDERAL NATIONAL ASSOCIATION	219 FAIRFAX STREET 	ALTOONA	WI	54720	051	2026-04-02T15:28:58
962966	26881	20862	0	121145323	SOFI BANK, NATIONAL ASSOCIATION	2750 COTTONWOOD PARKWAY, SUITE 300 	COTTONWOOD HEIGHTS	UT	84121	041	2025-10-30T12:08:49
963002	90311	0	7995	211371023	BAY STATE SAVINGS BANK	28 FRANKLIN STREET 	WORCESTER	MA	01608	051	2025-10-29T11:34:36
963730	3661	7236	0	71900993	UNION NATIONAL BANK	ONE FOUNTAIN SQUARE PLAZA 	ELGIN	IL	60120	041	2025-12-17T18:28:56
963945	8056	0	0	74909153	MERCHANTS BANK OF INDIANA	410 MONON BOULEVARD 	CARMEL	IN	46032	041	2025-10-28T16:37:21
964157	19700	0	0	114902560	VALUEBANK TEXAS	5262 SOUTH STAPLES STREET SUITE 350 	CORPUS CHRISTI	TX	78411	051	2025-11-10T12:03:01
964250	14293	0	0	101204886	CITIZENS BANK & TRUST	101 NORTH MAIN STREET 	ROCK PORT	MO	64482	051	2025-10-21T11:47:58
965051	21752	0	0	103101929	FIRST STATE BANK	321 WEST MAIN STREET 	WATONGA	OK	73772	051	2025-10-06T17:50:06
965789	34885	0	0	311978818	SUSSER BANK	4020 MAPLE AVENUE SUITE 150 	DALLAS	TX	75219	041	2025-10-28T10:09:14
966272	30969	0	0	281071227	FIRST FEDERAL SAVINGS BANK OF MASCOUTAH, ILLINOIS	101 W. MAIN STREET 	MASCOUTAH	IL	62258	051	2025-10-29T17:38:09
966722	6616	9536	0	44210063	KINGSTON NATIONAL BANK	2 NORTH MAIN 	KINGSTON	OH	45644	051	2025-10-27T11:57:09
966731	4958	8039	0	64204444	FIRST NATIONAL BANK	19260 ALBERTA AVENUE 	ONEIDA	TN	37841	051	2025-10-24T08:26:45
966973	31329	0	6753	281573686	WEST PLAINS SAVINGS AND LOAN ASSOCIATION	417 WEST BROADWAY STREET 	WEST PLAINS	MO	65775	051	2025-10-20T16:11:45
967046	8745	0	0	71208297	FIRST STATE BANK OF MIDDLEBURY	111 SOUTH MAIN STREET 	MIDDLEBURY	IN	46540	051	2025-10-30T15:16:37
967952	5369	0	0	104109739	WEST PLAINS BANK	200 NORTH MAIN 	AINSWORTH	NE	69210	051	2025-10-28T15:51:53
968070	27981	700670	670	301171285	CAPITOL FEDERAL SAVINGS BANK	700 SOUTH KANSAS AVENUE 	TOPEKA	KS	666033894	041	2025-12-22T12:33:33
968155	17872	14833	0	102104888	FIRST NATIONAL BANK, CORTEZ	2258 EAST MAIN 	CORTEZ	CO	81321	051	2025-10-20T15:46:04
968249	14692	0	11132	73919212	PEOPLES BANK	12701 UNIVERSITY AVENUE 	CLIVE	IA	50325	051	2025-10-29T17:01:37
968744	5006	0	0	84202073	FIRST CHOICE BANK	19 SOUTH MAIN STREET 	PONTOTOC	MS	38863	051	2025-10-10T13:20:56
969059	10253	0	0	91309451	FIRST SECURITY BANK - WEST	100 EAST MAIN 	BEULAH	ND	58523	051	2025-10-22T17:39:49
969255	19638	0	0	111101458	GUARANTY BANK & TRUST COMPANY OF DELHI	120 OAK STREET 	DELHI	LA	712322839	051	2025-10-28T16:50:08
969639	6794	0	9887	52201938	FNB BANK, INC.	105 NORTH HIGH STREET 	ROMNEY	WV	26757	051	2026-02-06T09:56:36
969844	226	0	16800	73921404	GUTHRIE COUNTY STATE BANK	505 EAST MAIN STREET 	PANORA	IA	50216	051	2025-10-28T14:51:13
969956	15105	0	0	114910222	ZAVALA COUNTY BANK	2300 NORTH US HIGHWAY 83 	CRYSTAL CITY	TX	78839	051	2025-12-01T16:44:35
970055	5136	0	0	91903844	FIRST BANK ELK RIVER	812 MAIN STREET NW 	ELK RIVER	MN	55330	051	2025-10-29T17:42:12
971070	29208	0	3101	311371172	DALHART FEDERAL SAVINGS & LOAN ASSOCIATION, SSB	502 DENROCK AVE. 	DALHART	TX	79022	051	2025-10-28T15:05:43
971379	31345	0	6776	253170677	HERTFORD SAVINGS BANK, SSB	121 NORTH CHURCH STREET 	HERTFORD	NC	27944	051	2025-10-29T09:42:36
971959	22559	0	0	91310615	BRAVERA BANK	220 1ST AVENUE WEST 	DICKINSON	ND	58601	041	2025-10-30T13:33:21
972143	18518	0	14874	73913580	WESTSIDE STATE BANK	401 FIRST STREET 	WESTSIDE	IA	51467	051	2025-10-30T13:29:01
972406	18342	0	0	11002864	BOSTON TRUST & INVESTMENT MANAGEMENT COMPANY	40 COURT STR 	BOSTON	MA	02108	041	2025-10-27T15:38:43
972648	8235	0	0	84205708	PLANTERS BANK & TRUST COMPANY	212 CATCHINGS STREET 	INDIANOLA	MS	38751	041	2025-10-27T12:07:03
972732	15572	14619	10866	64107994	FIRST NATIONAL BANK OF PULASKI	206 SOUTH FIRST STREET 	PULASKI	TN	38478	041	2025-10-29T10:19:16
972750	4649	0	0	101103385	CONWAY BANK	124 WEST SPRING AVENUE 	CONWAY SPRINGS	KS	67031	051	2025-10-22T12:31:34
972769	22366	0	0	122235902	GBC INTERNATIONAL BANK	333 S. GRAND AVENUE, SUITE 3500 	LOS ANGELES	CA	90071	051	2025-10-29T17:24:44
972862	17739	0	0	111323207	PLAINS STATE BANK	19404 KENSWICK DRIVE 	HUMBLE	TX	77338	051	2025-10-21T12:06:02
973252	12865	0	0	101111335	SWEDISH-AMERICAN STATE BANK	324 LIBERTY STREET 	COURTLAND	KS	66939	051	2025-10-29T15:41:44
974558	3902	8029	0	91304634	FIRST NATIONAL BANK AND TRUST COMPANY OF BOTTINEAU	424 MAIN ST. 	BOTTINEAU	ND	58318	051	2025-10-20T15:29:54
974754	13951	0	0	111104581	COMMUNITY BANK OF LOUISIANA	118 JEFFERSON 	MANSFIELD	LA	71052	051	2025-10-22T11:12:14
975153	10608	0	0	81910436	UNICO BANK	625 VETERANS DRIVE 	MINERAL POINT	MO	63660	051	2025-10-23T16:07:50
975256	26564	0	0	111101144	DELTA BANK	1617 CARTER ST 	VIDALIA	LA	71373	051	2026-02-05T15:52:19
975452	5150	9262	0	91202480	FIRST NATIONAL BANK OF GILBERT, THE	2 NORTH BROADWAY 	GILBERT	MN	55741	051	2025-10-30T15:25:44
975751	91325	24106	0	61053203	CIBC NATIONAL TRUST COMPANY	3290 NORTHSIDE PARKWAY 	ATLANTA	GA	30327	041	2025-10-29T12:30:56
975854	8853	0	0	91902023	GLENWOOD STATE BANK (INCORPORATED)	5 EAST MINNESOTA 	GLENWOOD	MN	56334	051	2025-10-30T11:08:12
976534	11732	0	16227	71105882	BANK OF FARMINGTON	16 NORTH MAIN STREET 	FARMINGTON	IL	61531	051	2025-10-22T18:11:34
976552	34363	0	0	104001808	CORE BANK	17807 BURKE STREET 	OMAHA	NE	68118	051	2025-11-20T14:15:38
976703	21868	16417	0	26008756	BESSEMER TRUST COMPANY, N.A.	1271 AVENUE OF THE AMERICAS 46TH FLOOR	NEW YORK	NY	10020	051	2025-10-29T13:41:44
976954	17632	0	0	101113676	FARMERS STATE BANK	624 MAIN STREET 	DWIGHT	KS	66849	051	2025-11-03T11:26:31
977045	93	0	0	82905819	RIVERSIDE BANK	103 W. MAIN STREET 	SPARKMAN	AR	71763	041	2025-10-22T16:50:14
977250	25849	0	0	86505273	MIDWEST INDEPENDENT BANKERSBANK	910 WEATHERED ROCK ROAD 	JEFFERSON CITY	MO	65101	051	2025-10-17T16:19:46
977616	7590	3147	0	31912332	NATIONAL BANK OF MALVERN, THE	2 WEST KING STREET 	MALVERN	PA	19355	051	2025-10-20T10:33:14
977652	16176	0	0	114922090	JOHNSON CITY BANK	100 EAST PECAN DRIVE 	JOHNSON CITY	TX	78636	051	2026-01-29T11:02:44
977951	20776	0	0	91216133	BORDER BANK	4530 17TH AVE SOUTH 	FARGO	ND	58103	041	2025-10-24T10:46:24
978118	7593	0	0	31309589	FIRST CITIZENS COMMUNITY BANK	15 SOUTH MAIN STREET 	MANSFIELD	PA	16933	041	2025-10-30T08:40:15
979133	11734	0	0	71118264	FLANAGAN STATE BANK	301 WEST FALCON HIGHWAY 	FLANAGAN	IL	61740	051	2025-10-29T14:19:39
979151	11477	0	0	104900938	AUBURN STATE BANK	1212 J STREET 	AUBURN	NE	68305	051	2025-10-09T12:42:07
979629	6811	9295	13958	51403041	FIRST NATIONAL BANK	622 BROAD STREET 	ALTAVISTA	VA	24517	051	2025-10-23T14:58:59
979759	3279	5614	0	114911234	KARNES COUNTY NATIONAL BANK OF KARNES CITY, THE	301 EAST CALVERT STREET 	KARNES CITY	TX	78118	051	2025-10-28T15:49:40
980438	11669	0	16960	71113049	FIRST STATE BANK OF FORREST	133 EAST KRACK STREET 	FORREST	IL	61741	051	2025-10-20T14:49:17
980531	16546	0	0	65204579	JD BANK	507 NORTH MAIN STREET 	JENNINGS	LA	70546	041	2025-10-28T15:13:21
980661	17985	0	0	121301015	FIRST HAWAIIAN BANK	999 BISHOP STREET 	HONOLULU	HI	96813	031	2025-10-31T15:34:58
980773	29846	704194	4194	272471166	EATON COMMUNITY BANK	236 SOUTH COCHRAN 	CHARLOTTE	MI	48813	051	2025-10-30T11:14:34
980951	1417	23926	0	91908881	WOODLANDS NATIONAL BANK	122 EAST MAIN STREET 	HINCKLEY	MN	55037	041	2025-10-20T13:04:07
980960	19215	0	0	111902055	BENCHMARK BANK	5700 LEGACY DR, STE 10 	PLANO	TX	750243505	051	2025-10-24T12:13:25
981350	12425	0	0	101104630	DICKINSON COUNTY BANK	101 SOUTH FACTORY STREET 	ENTERPRISE	KS	67441	041	2025-10-16T10:30:33
981453	9354	0	0	91205571	FARMERS STATE BANK OF HOFFMAN	103 MAIN AVE. 	HOFFMAN	MN	56339	051	2025-11-10T12:27:42
982142	8774	0	0	83904631	CECILIAN BANK, THE	104 EAST MAIN STREET 	CECILIA	KY	427249519	051	2025-10-20T12:37:59
982348	13953	0	10826	73922432	IOWA STATE BANK	1101 MAIN STREET 	HULL	IA	51239	051	2026-01-29T12:10:36
982553	8321	0	0	104106473	STOCKMENS BANK	25 NORTH CASCADE AVENUE, SUITE 100 	COLORADO SPRINGS	CO	80903	051	2025-10-27T10:30:59
983055	5380	0	0	104903294	FIRST BANK OF BANCROFT	301 MAIN STREET 	BANCROFT	NE	68004	051	2025-10-28T10:20:54
983158	9417	0	0	91308300	GRANT COUNTY STATE BANK	202 NORTH MAIN STREET 	CARSON	ND	58529	051	2025-10-17T17:13:20
983457	4666	8796	0	101108319	ARMED FORCES BANK, NATIONAL ASSOCIATION	320 KANSAS AVENUE 	FORT LEAVENWORTH	KS	66027	051	2026-02-09T13:56:45
983550	9745	0	0	91915670	HOME STATE BANK	1435 EAST HIGHWAY 12 	LITCHFIELD	MN	55355	041	2025-11-18T12:28:11
984258	4037	13677	0	103100522	FIRST NATIONAL BANK AND TRUST COMPANY OF ARDMORE	405 WEST MAIN STREET 	ARDMORE	OK	73401	051	2025-10-23T11:24:14
984351	4621	0	0	101111678	FARMERS BANK & TRUST	101 SOUTH FOURTH 	ATWOOD	KS	67730	051	2025-11-25T17:41:27
984454	15597	0	0	91916093	SECURITY STATE BANK OF KENYON	602 2ND STREET 	KENYON	MN	55946	051	2025-10-28T09:20:30
984856	1941	24092	0	81510564	TIPTON LATHAM BANK, NATIONAL ASSOCIATION, THE	800 WEST HIGHWAY 50 	TIPTON	MO	65081	051	2025-10-25T12:37:55
985451	10528	0	0	111100909	EXCHANGE BANK AND TRUST COMPANY	700 FRONT STREET 	NATCHITOCHES	LA	71457	041	2025-11-24T16:39:13
985479	29847	0	4195	43404647	MAIN STREET BANK CORP.	151 NORTH MARKET STREET 	WOOSTER	OH	44691	051	2025-10-29T17:07:23
986159	9330	0	0	91904267	FIRST STATE BANK OF LE CENTER	88 N. PARK AVE. 	LE CENTER	MN	56057	051	2025-10-25T12:45:57
986551	5180	6921	0	91904270	FIRST NATIONAL BANK OF LE CENTER, THE	701 ASH STREET NE 	LONSDALE	MN	55046	041	2025-10-29T10:23:08
986757	16330	0	0	104113521	BATTLE CREEK STATE BANK	202 WEST MAIN STREET 	BATTLE CREEK	NE	68715	041	2026-01-22T12:21:52
986935	155	0	14550	61205271	BANK OF ALAPAHA	245 NORTHEAST RAILROAD STREET 	ALAPAHA	GA	31622	051	2025-10-23T15:55:52
987231	23257	0	14909	71124931	COMMUNITY STATE BANK	625 SOUTH EAST 2ND STREET 	GALVA	IL	61434	051	2025-10-30T12:32:49
987259	13892	0	0	104105283	SANDHILLS STATE BANK	203 S DEWEY STREET 	NORTH PLATTE	NE	69101	051	2025-10-22T14:46:58
987576	29857	704214	4214	301170707	LIBERTY SAVINGS ASSOCIATION, FSA, THE	24 SOUTH JUDSON 	FORT SCOTT	KS	66701	051	2025-10-17T15:30:08
987651	19687	0	0	101101413	GARDEN PLAIN STATE BANK	10526 WEST MAPLE STREET 	WICHITA	KS	67209	051	2025-10-13T11:45:55
987848	1839	0	0	74912645	COMMUNITY STATE BANK	101 S CHICAGO STREET 	ROYAL CENTER	IN	46978	041	2025-12-22T09:39:07
988144	1022	15649	0	75902052	CLARE BANK, NATIONAL ASSOCIATION	345 WEST PINE 	PLATTEVILLE	WI	53818	051	2025-10-24T14:23:45
988153	21121	0	0	101102865	WESTERN STATE BANK	1500 EAST KANSAS AVENUE 	GARDEN CITY	KS	67846	041	2025-10-30T11:03:35
988256	5196	6488	0	91204569	FIRST NATIONAL BANK OF MCINTOSH, THE	260 CLEVELAND AVE. SW 	MCINTOSH	MN	56556	051	2025-10-17T16:07:55
988452	4228	0	0	103009160	FIRST BETHANY BANK & TRUST	6500 NW 39TH EXPRESSWAY 	BETHANY	OK	730082797	051	2025-10-29T14:43:51
989141	15311	0	13677	73921527	IOWA FALLS STATE BANK	601 WASHINGTON AVENUE 	IOWA FALLS	IA	50126	051	2025-10-17T16:34:50
989347	13821	0	0	84101514	CROSS BANK	399 MERRIMAN AVE E 	WYNNE	AR	72396	051	2025-11-13T10:17:12
989534	16228	0	17834	61212170	WHEELER COUNTY STATE BANK	49 WEST MAIN STREET 	ALAMO	GA	30411	051	2025-10-28T12:01:58
989730	20100	0	0	64101660	TOWER COMMUNITY BANK	4564 MAIN STREET 	JASPER	TN	37347	051	2025-11-25T17:09:59
989851	9332	0	0	91908412	BANK OF MAPLE PLAIN	4980 HWY 12 	MAPLE PLAIN	MN	55359	051	2025-11-05T11:37:55
990053	10163	0	0	91914561	SECURITY STATE BANK OF MARINE	120 JUDD STREET 	MARINE ON SAINT CROIX	MN	55047	051	2025-10-24T09:35:55
990352	17477	0	0	101115030	UNITED BANK & TRUST	823 BROADWAY 	MARYSVILLE	KS	66508	051	2025-10-17T11:51:18
990642	12365	8293	0	81211300	FIRST NATIONAL BANK OF ALLENDALE, THE	301 EAST MAIN STREET 	ALLENDALE	IL	62410	051	2025-10-23T11:08:19
991078	30128	0	4807	281371626	BOONVILLE FEDERAL SAVINGS BANK	123 NORTH THIRD STREET 	BOONVILLE	IN	47601	051	2025-10-29T10:26:19
991135	925	0	0	71905817	STATE BANK OF GENEVA, THE	22 SOUTH 4TH STREET 	GENEVA	IL	60134	051	2025-11-17T16:04:41
991340	9087	0	0	71212128	1ST SOURCE BANK	100 NORTH MICHIGAN STREET 	SOUTH BEND	IN	46601	041	2025-10-27T15:18:33
